STN1,STN2,Weight,Bins,Frequency,Intervals
ANDI,DLI,2,,,
JTTN,CMA,2,,,
NRZB,KKI,2,,,
NRZB,UMR,2,,,
FD,LJN,2,,,
FD,DYD,2,,,
MINA,GUNA,2,,,
KRLI,MRND,2,,,
KART,GANL,2,,,
ASAF,SKZR,2,,,
DAA,GWL,2,,,
DAB,MUE,2,,,
DAS,DLJ,2,,,
ULL,MAQ,2,,,
ULL,MJS,2,,,
ULG,TNL,2,,,
AGC,DSJ,2,,,
NYN,BDL,2,,,
NYO,PMU,2,,,
NYG,PRNR,2,,,
KOTA,AF,2,,,
KOTA,CNA,2,,,
BWT,KPD,2,,,
PRNR,GADH,2,,,
BWN,MNAE,2,,,
BWN,BP,2,,,
BWN,RPH,2,,,
MAP,KPD,2,,,
MAP,BDY,2,,,
MAU,BTT,2,,,
MAU,JKN,2,,,
MAU,ARJ,2,,,
SNK,DDE,2,,,
SNK,AN,2,,,
SNI,TGP,2,,,
SNV,AJU,2,,,
SNT,TPF,2,,,
SNP,NDLS,2,,,
SNP,DEE,2,,,
MAO,UD,2,,,
MAO,BYNR,2,,,
MAO,KT,2,,,
GMDN,MDN,2,,,
TDP,AJI,2,,,
KKW,SWV,2,,,
KKP,BRW,2,,,
KKP,BTI,2,,,
KKN,BRUD,2,,,
KKI,UMR,2,,,
NMH,PIP,2,,,
KKJ,AMG,2,,,
KKA,DLK,2,,,
KKA,KNE,2,,,
KKB,SRID,2,,,
VAPM,KPQ,2,,,
CTC,KDRP,2,,,
CTC,NRG,2,,,
CTC,TLHD,2,,,
CTC,JKPR,2,,,
ABSA,TLMR,2,,,
ABSA,MANU,2,,,
BNLW,CKB,2,,,
KWAE,KGLE,2,,,
CHPT,ODC,2,,,
CHPT,PLNI,2,,,
KUDL,KRMI,2,,,
MJZ,PBE,2,,,
BRUD,CAER,2,,,
DAKE,SDAH,2,,,
NPK,VLY,2,,,
KAPG,NKP,2,,,
KAPG,KUR,2,,,
RPRD,AMB,2,,,
PGTN,PGT,2,,,
TSK,MJN,2,,,
TSK,NTSK,2,,,
TSI,SCT,2,,,
TSI,KDNL,2,,,
VMA,THUR,2,,,
VMA,LNR,2,,,
TUL,SSIA,2,,,
TUL,CNI,2,,,
KRNT,GTL,2,,,
KRNT,GY,2,,,
KRNT,SBBJ,2,,,
QSR,DWO,2,,,
PAY,ELM,2,,,
PAZ,ELM,2,,,
CKI,TCR,2,,,
CKI,AWY,2,,,
CKK,BNSA,2,,,
CKU,HIJ,2,,,
KATI,DSPN,2,,,
CKP,MURI,2,,,
CKP,CBSA,2,,,
CKR,RBG,2,,,
CKR,GPB,2,,,
PERN,RN,2,,,
DCA,BXK,2,,,
DCA,CNE,2,,,
UJA,CHP,2,,,
GBP,BJNR,2,,,
ITA,VS,2,,,
ITA,MYG,2,,,
BUP,KPRD,2,,,
BUQ,SKY,2,,,
BUW,TSF,2,,,
BUW,CLJ,2,,,
THAN,DL,2,,,
THAN,MOL,2,,,
BUA,SKT,2,,,
BUA,KHS,2,,,
BUG,BRU,2,,,
MOZ,TPZ,2,,,
MOZ,RK,2,,,
MOP,JPG,2,,,
MOU,BZR,2,,,
MOU,ROU,2,,,
MOI,JWB,2,,,
MOL,SUNR,2,,,
KMC,MJF,2,,,
ETW,RKM,2,,,
ETW,JGR,2,,,
ETW,ALJN,2,,,
KMQ,MAQ,2,,,
KMQ,UAA,2,,,
KMZ,CHD,2,,,
BAGL,GJH,2,,,
BAGL,ATNR,2,,,
BGUA,KKGM,2,,,
VARD,KTYM,2,,,
VARD,ERS,2,,,
WDA,DJA,2,,,
WDA,MBG,2,,,
KHED,VEER,2,,,
RDRA,JSM,2,,,
DPUR,BWIP,2,,,
DPUR,GRCP,2,,,
CDMR,BBU,2,,,
TWB,MOGA,2,,,
TWB,FZR,2,,,
TWG,DURE,2,,,
TWG,RPR,2,,,
VEER,MNI,2,,,
VEER,PNVL,2,,,
VEER,RN,2,,,
VST,MFQ,2,,,
VST,BEHR,2,,,
VSU,ODM,2,,,
HCNR,CLDR,2,,,
HCNR,NKW,2,,,
RYS,BE,2,,,
RYS,PMR,2,,,
RYP,KI,2,,,
RYP,BZA,2,,,
SMQL,BTU,2,,,
SMQL,TPZ,2,,,
NLKR,TRR,2,,,
JJKR,NRG,2,,,
JJKR,DNM,2,,,
JJKR,KRIH,2,,,
RASP,SA,2,,,
RASP,NMKL,2,,,
PCZ,KRA,2,,,
PCV,HSRA,2,,,
PCH,GKK,2,,,
PCH,BGM,2,,,
PCN,AGR,2,,,
PCN,THDR,2,,,
CMW,KRA,2,,,
CMW,TPY,2,,,
CMU,THUR,2,,,
MAGH,VHGN,2,,,
MAGH,SKZR,2,,,
UHL,AADR,2,,,
UHL,MTPR,2,,,
UHP,RMJK,2,,,
GLH,BARL,2,,,
GLH,HZR,2,,,
AKP,NASP,2,,,
AKP,EE,2,,,
BSZ,HAR,2,,,
BSZ,RGU,2,,,
BST,MND,2,,,
BSP,ROU,2,,,
BSR,DDR,2,,,
BSR,BVI,2,,,
BSL,WR,2,,,
BSL,SAV,2,,,
BSI,GKJ,2,,,
BSI,TPK,2,,,
BSB,JKN,2,,,
BSC,KJY,2,,,
SBR,KMNC,2,,,
SBT,MSH,2,,,
MMZ,BPA,2,,,
MMZ,RVKH,2,,,
SBZ,GKP,2,,,
SBZ,GH,2,,,
MMR,LTT,2,,,
MMR,AK,2,,,
SBB,ANVR,2,,,
MML,BRGT,2,,,
SBE,BJF,2,,,
SBE,BNGN,2,,,
SBI,GNC,2,,,
SBO,GGA,2,,,
MMB,TSF,2,,,
MMB,BVN,2,,,
KOJ,BSGN,2,,,
WADI,SC,2,,,
KOV,KRD,2,,,
SONI,GOA,2,,,
BTRA,TLH,2,,,
QLN,MQO,2,,,
QLN,MYY,2,,,
QLN,KTYM,2,,,
QLD,CAN,2,,,
NRPA,MFP,2,,,
RU,HX,2,,,
RU,TRT,2,,,
RS,BRK,2,,,
RS,NNP,2,,,
RE,DLI,2,,,
RE,GHH,2,,,
RG,BBA,2,,,
RG,ALJN,2,,,
RN,SNDD,2,,,
RK,JWP,2,,,
DDCE,SHR,2,,,
DDCE,SBD,2,,,
DEE,ROK,2,,,
DEE,NDLS,2,,,
DEE,DSJ,2,,,
DEE,SSB,2,,,
JYP,KPRR,2,,,
NGNT,MAG,2,,,
JYM,DNRP,2,,,
JYM,ZW,2,,,
UDL,PAW,2,,,
UDL,UKA,2,,,
TQA,RRS,2,,,
TQA,BQP,2,,,
TQN,BXM,2,,,
HSA,HOJ,2,,,
HSA,BNV,2,,,
GHR,CUX,2,,,
HSD,JRU,2,,,
HSD,RRB,2,,,
HSK,KRAR,2,,,
HSR,DUI,2,,,
HSR,ADR,2,,,
HSR,SDLP,2,,,
HSR,SSA,2,,,
HSX,JRC,2,,,
GHY,NNGE,2,,,
SYA,REI,2,,,
SYA,BNU,2,,,
RGU,BNDA,2,,,
RGU,GTM,2,,,
RGU,ICL,2,,,
PDPL,RGPM,2,,,
PDPL,KYOP,2,,,
PDPL,KRMR,2,,,
PDPL,OEA,2,,,
GHJ,KJN,2,,,
GHJ,KLJ,2,,,
COR,FAN,2,,,
PEP,CHR,2,,,
PER,KPD,2,,,
PEH,SDBH,2,,,
PEH,SDMD,2,,,
PEC,KUGT,2,,,
OKHA,MTHP,2,,,
OEA,KOLR,2,,,
OEA,JMKT,2,,,
GNS,PDE,2,,,
GNS,SKY,2,,,
GNT,NLDA,2,,,
GNT,PGRL,2,,,
MKN,GCH,2,,,
MKI,CAA,2,,,
MKI,SGL,2,,,
GNC,KLL,2,,,
GNC,KHD,2,,,
AII,RANI,2,,,
AII,FA,2,,,
AIG,AJI,2,,,
AIG,KH,2,,,
MKX,DARA,2,,,
NSD,BDW,2,,,
SDL,KTE,2,,,
SDN,DG,2,,,
SDN,KQN,2,,,
KQU,SDAH,2,,,
KQU,HWH,2,,,
KQI,MBG,2,,,
KQI,MUPA,2,,,
KQN,ABI,2,,,
BQA,JPH,2,,,
BQA,ODM,2,,,
BQA,CJN,2,,,
BQA,HIJ,2,,,
BQI,BDY,2,,,
TIHU,NLV,2,,,
MABD,NKD,2,,,
BTPD,BDCR,2,,,
BTPD,TPY,2,,,
BJNR,SSR,2,,,
BJNR,BDW,2,,,
MKA,BGS,2,,,
AKOR,HG,2,,,
AKOR,SUR,2,,,
JWP,ATMO,2,,,
GUG,KSX,2,,,
GUG,PRR,2,,,
TSA,BLPU,2,,,
TSA,PMR,2,,,
GUR,HG,2,,,
GUR,SUR,2,,,
GUV,TCR,2,,,
DWLE,HPLE,2,,,
PGRL,MRGA,2,,,
BSKH,JAMA,2,,,
MKR,DHNE,2,,,
EKI,ADF,2,,,
EKI,MLDT,2,,,
REJ,PLY,2,,,
REI,KTE,2,,,
LFG,BF,2,,,
LFG,MBG,2,,,
PDRD,KSF,2,,,
PDRD,BTP,2,,,
SDBH,DHN,2,,,
SY,VDL,2,,,
SY,TDPR,2,,,
SC,BZA,2,,,
SC,RMNP,2,,,
SC,GTL,2,,,
SC,LPI,2,,,
SA,KJM,2,,,
SA,KPN,2,,,
CAR,LUSA,2,,,
CAR,ALD,2,,,
CAA,MTR,2,,,
CAF,BPQ,2,,,
PGT,ED,2,,,
PGR,MPLM,2,,,
DYD,PTH,2,,,
SOD,HP,2,,,
UDR,KTE,2,,,
UDR,MYR,2,,,
UDZ,KRCD,2,,,
MAKR,LAR,2,,,
MAKR,KYE,2,,,
MIH,KS,2,,,
MIN,NNP,2,,,
MID,VYA,2,,,
GAR,BNE,2,,,
SOS,JAL,2,,,
SOS,RANI,2,,,
SFY,PFR,2,,,
SFW,BRRG,2,,,
SFM,DUI,2,,,
SFG,MNJ,2,,,
SFC,TIG,2,,,
KSP,RBZ,2,,,
KSX,BKSC,2,,,
KSD,BDDR,2,,,
KSG,TL,2,,,
KSC,WRS,2,,,
KSJ,SRNK,2,,,
KSJ,KMJ,2,,,
KSJ,MTJ,2,,,
KSJ,SKA,2,,,
KSJ,GWA,2,,,
MLAR,SAC,2,,,
MLAR,GOA,2,,,
DKNT,DARA,2,,,
DKNT,RMA,2,,,
TLU,CBM,2,,,
VTJ,BVP,2,,,
ATMO,LRJ,2,,,
SEGM,TGP,2,,,
SEGM,MJRI,2,,,
SEGM,WRR,2,,,
SEGM,BTBR,2,,,
BNDA,ICL,2,,,
BNDM,NXN,2,,,
KLAR,BTX,2,,,
JUC,ASR,2,,,
JUC,FZR,2,,,
JUC,BLND,2,,,
JUC,CHKB,2,,,
JUD,RAA,2,,,
BRMO,JAN,2,,,
BRMO,BKRO,2,,,
SSIA,TRAN,2,,,
SUJH,TLC,2,,,
GWD,SBBJ,2,,,
GWD,WPR,2,,,
GWA,FBD,2,,,
TMV,CGL,2,,,
GWL,SAC,2,,,
GWL,NZM,2,,,
GWS,RMR,2,,,
GWS,KPV,2,,,
KOAA,BDC,2,,,
KOAA,BP,2,,,
HWH,MNAE,2,,,
DBRG,DMGN,2,,,
NJP,DLO,2,,,
NJP,NBQ,2,,,
NJP,BNV,2,,,
NJP,JPG,2,,,
NJP,APDJ,2,,,
TDPR,PRT,2,,,
RWO,PBR,2,,,
RWO,SKR,2,,,
NAVI,BD,2,,,
NAVI,AK,2,,,
ASKN,BINA,2,,,
BVP,SOJN,2,,,
UBR,BLD,2,,,
UBR,GVD,2,,,
UBC,SIR,2,,,
UBL,YLG,2,,,
MWT,OSN,2,,,
MWJ,SGAM,2,,,
MWJ,NWB,2,,,
GJD,GAP,2,,,
ORGA,NXN,2,,,
NWA,NIR,2,,,
NWA,LTA,2,,,
NWB,SGAM,2,,,
KHRK,KLNK,2,,,
KHRK,BMLL,2,,,
KHRJ,RTA,2,,,
KUR,VZM,2,,,
KUR,KASR,2,,,
KUN,DLI,2,,,
KUH,RNH,2,,,
KUF,HRI,2,,,
HMH,BTI,2,,,
TU,DHNE,2,,,
TN,MVN,2,,,
TL,NRI,2,,,
TJ,TVR,2,,,
TK,DVG,2,,,
AD,NRR,2,,,
AF,GGC,2,,,
AF,BTE,2,,,
AF,CNB,2,,,
AF,SMBJ,2,,,
AI,BHUJ,2,,,
AK,KNW,2,,,
AO,BE,2,,,
AO,PMR,2,,,
AO,DUB,2,,,
AO,RBK,2,,,
AN,DXG,2,,,
BDCR,MUGR,2,,,
AZ,NFK,2,,,
GLPT,JPZ,2,,,
DUSI,CHE,2,,,
PUX,CWA,2,,,
RUPC,RMU,2,,,
SKZR,SRUR,2,,,
CROA,FKM,2,,,
BPHB,BQR,2,,,
HIP,ROP,2,,,
HIP,BLS,2,,,
HIR,BRU,2,,,
NHK,NTSK,2,,,
NHK,SLGR,2,,,
NHT,PKR,2,,,
HIJ,BLDA,2,,,
HIJ,BBS,2,,,
BSGN,NBQ,2,,,
RAG,BG,2,,,
FGR,KJN,2,,,
FGR,KLJ,2,,,
GHGL,KTHU,2,,,
SDNR,TEN,2,,,
PKR,GMAN,2,,,
PKR,KLP,2,,,
PKF,HTE,2,,,
SGDP,TGRL,2,,,
SGDP,CLDR,2,,,
KTRR,BZM,2,,,
KTRR,PTRE,2,,,
MUW,SNQ,2,,,
MUW,JSME,2,,,
MUV,ALD,2,,,
MUV,BHLP,2,,,
ASV,SDGM,2,,,
ASV,ADI,2,,,
NUQ,MQX,2,,,
NUQ,RNQ,2,,,
NUJ,GVL,2,,,
ASK,DVG,2,,,
ASN,SDAH,2,,,
DUJ,SURI,2,,,
DUJ,PAW,2,,,
DUB,CH,2,,,
DUB,AFR,2,,,
DUD,GR,2,,,
R,KBJ,2,,,
R,DBEC,2,,,
R,KRAR,2,,,
KWP,GTJT,2,,,
KWR,ARA,2,,,
KWV,MLB,2,,,
KWV,PVR,2,,,
KWV,UMD,2,,,
TRVL,KYJ,2,,,
BYNR,ANKL,2,,,
SVPR,SVKS,2,,,
SVPR,RJPM,2,,,
BKRO,JAN,2,,,
MHT,SIP,2,,,
ANVT,PNBE,2,,,
ANVR,TKJ,2,,,
PPI,SCKR,2,,,
PPO,KLG,2,,,
PPO,ROU,2,,,
PPR,GOTN,2,,,
GAGA,TKG,2,,,
GAGA,NAK,2,,,
PPZ,RDM,2,,,
MTPR,NNGL,2,,,
BG,ZN,2,,,
BG,BN,2,,,
BG,CHZ,2,,,
BG,MLY,2,,,
BC,BE,2,,,
BC,BRY,2,,,
BN,RMNP,2,,,
BN,NLDA,2,,,
BP,SDAH,2,,,
NNA,BJU,2,,,
NNA,BGS,2,,,
TMZ,DSPN,2,,,
SQL,BGTA,2,,,
SQF,BPB,2,,,
KAL,SVGA,2,,,
ROI,SIP,2,,,
ROK,BNW,2,,,
ROK,LHLL,2,,,
ROK,KLNK,2,,,
LLR,BZM,2,,,
LLR,PMN,2,,,
LLJ,RRS,2,,,
LLI,ALU,2,,,
LLI,KKPM,2,,,
ROP,TKH,2,,,
BDC,CNS,2,,,
RHN,PLS,2,,,
BDH,GKH,2,,,
BDH,BHP,2,,,
SDLP,RMB,2,,,
UR,SHNR,2,,,
MMY,JU,2,,,
MMY,RKB,2,,,
IDR,TVL,2,,,
PMU,SEE,2,,,
PMP,CCH,2,,,
PMP,DEHR,2,,,
CGS,RNY,2,,,
CGS,KYQ,2,,,
CGR,CNS,2,,,
MSZ,BRZ,2,,,
MST,BGH,2,,,
MSH,ABR,2,,,
DWK,JAM,2,,,
DWK,MTHP,2,,,
DWO,HRW,2,,,
BAKA,BHLE,2,,,
KYN,CSTM,2,,,
KYE,JRK,2,,,
BYT,HN,2,,,
TRTR,MNTT,2,,,
BYD,RNR,2,,,
BYD,HVR,2,,,
SVRP,BKSL,2,,,
MLGH,CNA,2,,,
BLPU,BE,2,,,
BLPR,KUTI,2,,,
BLPR,RNGG,2,,,
ANTU,MFL,2,,,
ANTU,PBH,2,,,
JOP,BTP,2,,,
JOQ,KAMG,2,,,
PRG,PBH,2,,,
PRG,KHNM,2,,,
PRH,EE,2,,,
PRH,NZD,2,,,
PRT,CUPJ,2,,,
PRP,GAP,2,,,
PRR,BJE,2,,,
PRR,CNI,2,,,
JOL,JRG,2,,,
JOL,BTQ,2,,,
NRKR,BZU,2,,,
MAQ,MJS,2,,,
BRKA,MURI,2,,,
BRKA,GMIA,2,,,
BRKA,DHN,2,,,
CBSA,KNPS,2,,,
NLV,PBL,2,,,
TKJ,CSB,2,,,
TKH,JRG,2,,,
HML,VNE,2,,,
HML,GPZ,2,,,
NLI,RTM,2,,,
NLI,JAO,2,,,
HMG,BHL,2,,,
HMG,GGR,2,,,
DLJ,SOJN,2,,,
DLI,SSB,2,,,
DLI,UMB,2,,,
SNQ,JSME,2,,,
DLN,PNBE,2,,,
DLQ,BLM,2,,,
CTYL,RMNP,2,,,
SSR,BHL,2,,,
SSA,KNL,2,,,
SSA,BTI,2,,,
SSA,BHT,2,,,
RMU,NRS,2,,,
LNT,PMKT,2,,,
LNT,KAYR,2,,,
RMB,LHU,2,,,
LNL,LTT,2,,,
LNL,TNA,2,,,
RMA,RTM,2,,,
LNK,MQS,2,,,
KGLE,SALE,2,,,
RMN,KNL,2,,,
RMN,BTI,2,,,
RMM,PBM,2,,,
BBK,CLJ,2,,,
BBK,GKP,2,,,
BBA,ALJN,2,,,
BBS,BHC,2,,,
POT,AUB,2,,,
FKM,KAMG,2,,,
FKM,NBQ,2,,,
FKG,GLGT,2,,,
FKG,TTB,2,,,
KHTU,CTKT,2,,,
KHTU,DNA,2,,,
AWR,GGN,2,,,
AWR,GADJ,2,,,
MQO,KPY,2,,,
MQS,NRO,2,,,
CCH,PUNE,2,,,
CCH,TGN,2,,,
KPRD,SGG,2,,,
CI,GJH,2,,,
CH,AFR,2,,,
CH,SCC,2,,,
CC,GKC,2,,,
CE,JKA,2,,,
CE,SAU,2,,,
CT,SEM,2,,,
WJR,JTJ,2,,,
VG,SRGT,2,,,
VG,JKA,2,,,
KMNR,UDGR,2,,,
KMNR,BHLK,2,,,
VM,VLR,2,,,
VR,BOR,2,,,
VS,MYG,2,,,
AYRN,HJP,2,,,
SRPJ,SOH,2,,,
SRPJ,ABR,2,,,
SURI,PAW,2,,,
PTJ,ED,2,,,
PTH,RDL,2,,,
JMU,CUX,2,,,
SUA,JGM,2,,,
TEA,NDU,2,,,
TEA,NDW,2,,,
NBQ,BJF,2,,,
NBQ,JPZ,2,,,
NBD,KTW,2,,,
DNA,CTKT,2,,,
DNA,JP,2,,,
DNA,GCH,2,,,
DNT,JER,2,,,
DNT,BLDA,2,,,
WIRR,VHGN,2,,,
WIRR,MKDI,2,,,
HOJ,APDJ,2,,,
NWR,KTE,2,,,
SVKS,TTL,2,,,
AME,MFL,2,,,
NWD,TIA,2,,,
CHKB,DZA,2,,,
ABFC,BLK,2,,,
DSJ,MTJ,2,,,
DSJ,UMB,2,,,
DSA,BTU,2,,,
BJRI,BRH,2,,,
JSME,DHN,2,,,
KDNL,PBKS,2,,,
WTJ,ALB,2,,,
WTJ,PDH,2,,,
G,BPQ,2,,,
UREN,DNRE,2,,,
JKPR,SKND,2,,,
PVR,MLB,2,,,
PVU,MYY,2,,,
PVD,DIG,2,,,
PVD,BZA,2,,,
JKB,AONI,2,,,
JKB,SHTT,2,,,
BRGW,SGAM,2,,,
SWM,BXN,2,,,
DG,ABI,2,,,
DG,KON,2,,,
GYM,JTJ,2,,,
TGN,KK,2,,,
TGN,DEHR,2,,,
DHG,MALB,2,,,
DHA,ZNA,2,,,
LKMR,KKGM,2,,,
SRUR,MKDI,2,,,
WR,BPQ,2,,,
WR,HGT,2,,,
HAN,BTE,2,,,
BNR,MFP,2,,,
BNR,SAI,2,,,
BNP,KBL,2,,,
BNW,BNWC,2,,,
BNW,KLNK,2,,,
BNV,APDJ,2,,,
BNI,ODG,2,,,
BNN,BTI,2,,,
HAR,GTM,2,,,
HAS,MYS,2,,,
BNE,KY,2,,,
ADVI,RAJP,2,,,
LJN,GD,2,,,
LJR,GRCP,2,,,
CHP,SID,2,,,
BNSA,TPU,2,,,
JAL,RANI,2,,,
HPLE,KKTA,2,,,
RMJK,JAT,2,,,
VZM,GVI,2,,,
MCRD,MTDM,2,,,
USL,GTK,2,,,
JID,NNGE,2,,,
JID,HJI,2,,,
BBTR,ET,2,,,
BBTR,GDYA,2,,,
NMGY,GLGT,2,,,
NMGY,KUTI,2,,,
KBJ,NPD,2,,,
KBN,CNB,2,,,
KBY,TNL,2,,,
KBY,RNY,2,,,
HCR,MLDT,2,,,
BLU,KJN,2,,,
BLU,BJR,2,,,
BLW,CNK,2,,,
LTT,IGP,2,,,
GUNA,SGO,2,,,
GUNA,KTE,2,,,
KNVT,HEM,2,,,
KNVT,BHBK,2,,,
KHNM,UCR,2,,,
KHNM,PFM,2,,,
CHOK,KJT,2,,,
SOJN,BVC,2,,,
EE,NZD,2,,,
ET,JL,2,,,
NASP,TUNI,2,,,
RJPM,SNKL,2,,,
KDJR,GADH,2,,,
BDWL,MHJ,2,,,
BDWL,SOG,2,,,
SKND,BGPL,2,,,
RPD,CHD,2,,,
RPH,TPF,2,,,
RPJ,KNN,2,,,
KRIH,BTV,2,,,
NAK,BORA,2,,,
MSDN,AHA,2,,,
SKA,HTC,2,,,
SKB,MNQ,2,,,
SKB,CNB,2,,,
SKJ,BGS,2,,,
TCR,AFK,2,,,
MFQ,KHBJ,2,,,
JGM,TATA,2,,,
JGN,MOGA,2,,,
DDN,HRW,2,,,
KDZ,SGS,2,,,
HEM,MUE,2,,,
NDT,MVJ,2,,,
BJE,GMO,2,,,
BJE,SDMD,2,,,
BJE,ADRA,2,,,
TRAN,MURI,2,,,
BJW,BRC,2,,,
BJP,HG,2,,,
ADRA,JPH,2,,,
ADRA,CJN,2,,,
SBPD,JUJA,2,,,
SBPD,ANGL,2,,,
MYS,SBC,2,,,
MYA,S,2,,,
MYD,HTL,2,,,
ANGL,SBPY,2,,,
BNWC,BMLL,2,,,
RMNP,NLDA,2,,,
SMBL,GMS,2,,,
SMBL,HPU,2,,,
SMBJ,BXN,2,,,
BHBK,SHSK,2,,,
PAW,UKA,2,,,
HZR,HPU,2,,,
KYOP,KOLR,2,,,
SNKL,PBKS,2,,,
SGUJ,BORA,2,,,
PNVL,PUNE,2,,,
PNVL,KJT,2,,,
STBJ,BSTP,2,,,
STBJ,NKW,2,,,
SMT,SCI,2,,,
SMT,BPL,2,,,
SMC,BTC,2,,,
RCTC,GRKN,2,,,
RCTC,KDRP,2,,,
GGR,CNA,2,,,
MDE,BELA,2,,,
MDE,THA,2,,,
MDR,KI,2,,,
JER,ARD,2,,,
BQR,DURG,2,,,
KFA,MNE,2,,,
ABD,CLDY,2,,,
ABD,SAU,2,,,
ABR,JU,2,,,
NZM,BTE,2,,,
NZM,MTC,2,,,
BHC,BTV,2,,,
BHZ,HJO,2,,,
BHZ,BPB,2,,,
BHZ,CNE,2,,,
BHP,MLDT,2,,,
BHT,ADR,2,,,
BHW,GMAN,2,,,
BHW,KLP,2,,,
BHW,MLDT,2,,,
LPJ,GOP,2,,,
LPJ,PBR,2,,,
KHBJ,KTE,2,,,
KHBJ,NKJ,2,,,
KHBJ,BEHR,2,,,
DUMK,JAMA,2,,,
CSB,NDLS,2,,,
BANE,JU,2,,,
BANE,LUNI,2,,,
BAND,CRLM,2,,,
NNGL,NLDM,2,,,
KTE,CHD,2,,,
KTE,SBD,2,,,
S,PANP,2,,,
DOTL,MANG,2,,,
NDLS,PNBE,2,,,
UMB,KNN,2,,,
BLDI,RDHP,2,,,
MBG,LGT,2,,,
KHD,CLDY,2,,,
KMJ,FBD,2,,,
BVC,BTD,2,,,
BVC,SGD,2,,,
BVI,BRC,2,,,
BVH,FDN,2,,,
BVN,SCC,2,,,
BTJL,GOK,2,,,
SSPN,SBC,2,,,
TLHD,TLHR,2,,,
GY,HX,2,,,
GY,KLU,2,,,
GD,PDR,2,,,
MPLM,KRR,2,,,
TTL,VPT,2,,,
VLR,TNM,2,,,
ZN,PBP,2,,,
ZW,KRCD,2,,,
RDHP,SIOB,2,,,
SAI,HJP,2,,,
KUGT,MANU,2,,,
JAJ,PNBE,2,,,
CHZ,MLY,2,,,
DBB,GKJ,2,,,
DBY,MJN,2,,,
DBR,ALD,2,,,
BTP,ZBD,2,,,
BTS,ARD,2,,,
BTX,MBA,2,,,
BTD,SRGT,2,,,
BTG,BE,2,,,
BTI,FDK,2,,,
BTH,MJL,2,,,
ANAS,MGN,2,,,
RNGG,BBGN,2,,,
BSPN,MRND,2,,,
BSPR,BRH,2,,,
VRR,GTT,2,,,
TORI,PTRU,2,,,
TVL,HG,2,,,
NGAN,SCE,2,,,
NGAN,AONI,2,,,
SDGH,NPS,2,,,
HPP,MBA,2,,,
RXL,SGL,2,,,
HX,TPTY,2,,,
HP,SEU,2,,,
HN,TLD,2,,,
HD,CAER,2,,,
MNQ,BGQ,2,,,
MNI,ROHA,2,,,
MND,KLD,2,,,
PBM,MMM,2,,,
PBN,SELU,2,,,
PBH,BSE,2,,,
GMO,MHQ,2,,,
GMD,BGTA,2,,,
GMD,SGP,2,,,
ADB,PMKT,2,,,
GMR,BXR,2,,,
ADI,SIOB,2,,,
ADI,JVN,2,,,
BRK,PDR,2,,,
PVRD,MNTT,2,,,
YPR,KPD,2,,,
AVRD,SGR,2,,,
TPJ,TRB,2,,,
UGR,SED,2,,,
NIQ,JTI,2,,,
CLF,JTI,2,,,
CLT,MAHE,2,,,
PDE,NIR,2,,,
RHMA,GRKN,2,,,
RHMA,BDBA,2,,,
BPA,RVKH,2,,,
BPL,PUNE,2,,,
BPO,BGY,2,,,
BPQ,BZA,2,,,
GOC,TPTN,2,,,
NRO,NRM,2,,,
NRS,BE,2,,,
NRR,GTL,2,,,
RGPM,RDM,2,,,
BJMD,NOMD,2,,,
KNW,JL,2,,,
DKE,LGT,2,,,
DKE,MUPA,2,,,
LXA,SLGR,2,,,
SRGM,TPTN,2,,,
TRT,KPD,2,,,
HTE,BANO,2,,,
HTL,LGT,2,,,
HTZ,BGS,2,,,
FBD,BGQ,2,,,
FBD,CNB,2,,,
SGL,MJL,2,,,
CNB,TATA,2,,,
CNB,GTM,2,,,
CNI,MURI,2,,,
DXG,JL,2,,,
MJS,UAA,2,,,
SHR,SBD,2,,,
KPV,PLS,2,,,
KKTA,BGP,2,,,
BNCE,CRLM,2,,,
HAPA,ALB,2,,,
MGX,JTG,2,,,
MGX,HJO,2,,,
GTM,PTRE,2,,,
TLJ,TPH,2,,,
TLH,BE,2,,,
HVD,SIOB,2,,,
HVR,DVG,2,,,
UCR,RBL,2,,,
UCR,JPD,2,,,
PNBE,ALD,2,,,
LGH,MHJ,2,,,
TIA,WZJ,2,,,
GKK,GPB,2,,,
KRS,ARA,2,,,
KRG,KRD,2,,,
TNA,CSTM,2,,,
NKM,MURI,2,,,
DTC,HJO,2,,,
DTC,BXK,2,,,
CBE,MTP,2,,,
BZM,PMN,2,,,
ALU,KKPM,2,,,
LHLL,KLNK,2,,,
FDB,FDN,2,,,
PLK,BXM,2,,,
SPZ,ISM,1,,,
SPJ,MKPR,1,,,
SPJ,KSP,1,,,
JNU,ABP,1,,,
JNU,JNH,1,,,
JNH,ZBD,1,,,
JNO,IKR,1,,,
JNO,HRG,1,,,
GRX,BSE,1,,,
GRX,DND,1,,,
GRD,MDP,1,,,
LMK,MAM,1,,,
LMG,DMV,1,,,
DPJ,BAND,1,,,
LD,PUNE,1,,,
STJT,DSS,1,,,
STJT,BCA,1,,,
PNK,PHD,1,,,
MRT,MTJ,1,,,
MRT,HTC,1,,,
KCKI,BRWD,1,,,
KCKI,DTO,1,,,
MRR,CTR,1,,,
MRN,RTM,1,,,
MRN,BILD,1,,,
MRJ,SGLA,1,,,
MRJ,VRB,1,,,
MRE,SYWN,1,,,
MRE,BMU,1,,,
APT,PAP,1,,,
APT,BVL,1,,,
